ans,ans_idx,sentence,true
重庆两江股权投资基金管理有限公司->两江基金,"[{""name"": ""重庆两江股权投资基金管理有限公司"", ""alias"": ""两江基金"", ""name_idx"": [8, 23], ""alias_idx"": [30, 33]}]",据悉，本轮投资方重庆两江股权投资基金管理有限公司（以下简称“两江基金”）成立于2013年7月4日，注册资本1亿元，截止2017年12月末，两江基金直接资产管理规模约49.2亿元,1
,[],证券代码：600572 证券简称：康恩贝 公告编号：临 2019-058,1
浙江康恩贝制药股份有限公司->公司,"[{""name"": ""浙江康恩贝制药股份有限公司"", ""alias"": ""公司"", ""name_idx"": [17, 29], ""alias_idx"": [37, 38]}]",2018 年 10 月 22 日，浙江康恩贝制药股份有限公司（以下简称：“公司”、“本公司”）第九届董事会 2018 年第十一次临时会议审议通过了《关于投资设立全资子公司并由该子公司投资设立境外公司的议案》,1
嘉和生物药业有限公司->上海康嘉,"[{""name"": ""嘉和生物药业有限公司"", ""alias"": ""上海康嘉"", ""name_idx"": [47, 56], ""alias_idx"": [147, 150]}]","根据目前我国境外投资相关法律法规的规定以及上海市对境外投资的相关政策，为加快推进本公司参股公司嘉和生物药业有限公司（以下简称“嘉和生物”）实现在境外公认的合格国际证券市场发行股票并上市目的，同意公司出资人民币96,000 万元在上海浦东新区投资设立全资子公司上海康嘉医疗科技有限公司（以下简称“上海康嘉”），在上海康嘉成立之后，同意根据嘉和生物境外上市涉及的股权架构调整等有关事项和进展需要，由上海康嘉以不超过人民币 96,000万元的投资额在香港设立其全资子公司，有关具体设立事宜授权公司经营层办理",1
《Fate/GrandOrder》->《FGO》,"[{""name"": ""《Fate/Grand Order》"", ""alias"": ""《FGO》"", ""name_idx"": [37, 54], ""alias_idx"": [58, 62]}]",结合B站发展历史，2016年在业务上也是一个重要节点，该年B站获得日本手游《Fate/Grand Order》（简称《FGO》）独家代理权，开始在游戏分发领域大展拳脚，并且仅这一个游戏，就为B站带来了可观的收入——2017年度的游戏营收超过20亿，占总营收的比例为83.4%，其中《FGO》占比游戏业务的71.8%,1
北京左医科技有限公司->左手医生,"[{""name"": ""北京左医科技有限公司"", ""alias"": ""左手医生"", ""name_idx"": [22, 31], ""alias_idx"": [36, 39]}]",近日，国内领先的医疗人工智能系统研发企业——北京左医科技有限公司（简称“左手医生”）宣布完成1亿元人民币B轮融资，本轮融资由启明创投领投，海尔资本等知名投资机构跟投,1
中国诚通控股集团有限公司->诚通集团,"[{""name"": ""中国诚通控股集团有限公司"", ""alias"": ""诚通集团"", ""name_idx"": [41, 52], ""alias_idx"": [58, 61]}]",在国资委下属96家央企中，除招商局集团、中国远洋海运集团外，以物流为主业的央企就是中国诚通控股集团有限公司(以下简称诚通集团)，且在物流业务资源上形成国企中最大的仓储物流集群,1
腾讯社交电商小鹅拼拼->小鹅拼拼,"[{""name"": ""腾讯社交电商小鹅拼拼"", ""alias"": ""小鹅拼拼"", ""name_idx"": [22, 31], ""alias_idx"": [38, 41]}]",谁会下一个崛起暂时不得而知，但近来杀入赛道的腾讯社交电商小鹅拼拼（下文简称：小鹅拼拼）绝对是电商界的一匹新黑马,1
富达国际风险投资（香港）有限公司->富达亚洲,"[{""name"": ""富达国际风险投资（香港）有限公司"", ""alias"": ""富达亚洲"", ""name_idx"": [32, 47], ""alias_idx"": [58, 61]}]",亿邦动力获悉，本轮投资方斯道资本（Eight Roads）前身是富达国际风险投资（香港）有限公司（FGPA），简称“富达亚洲”，是富达国际（Fidelity International Ltd.）在亚洲的风险投资分支机构，也是富达投资全球机构的一部分,1
到店餐饮事业部->到餐,"[{""name"": ""到店餐饮事业部"", ""alias"": ""到餐"", ""name_idx"": [1, 7], ""alias_idx"": [14, 15]}]",在到店餐饮事业部（以下简称“到餐”）总经理王毅明看来，美团作为平台方，必须平衡客户价值、核心能力和变现方式等多重因素，算出客户在与美团合作以后产生的增量收益，并与其他替代性方案所产生收益进行比较，计算出美团为客户带来的真正价值后，才能客观评估平台应该分享和拿到的收益,1
到店综合事业部->到综,"[{""name"": ""到店综合事业部"", ""alias"": ""到综"", ""name_idx"": [0, 6], ""alias_idx"": [13, 14]}]",到店综合事业部（以下简称“到综”）总经理张晶则认为，严明的纪律性背后是有方法论的，即“策略定型、组织保障和制度护航”,1
涟泉大江户->涟泉,"[{""name"": ""涟泉大江户"", ""alias"": ""涟泉"", ""name_idx"": [6, 10], ""alias_idx"": [17, 18]}]",美团到综商户涟泉大江户（以下简称“涟泉”）是一家创立只有一年却已经实现赢利的日式温泉企业,1
,[],⑤淘宝网信息显示，9月12日，淘小铺发布相关规则失效通知（以下简称公告）,1
北京百康芯生物科技有限公司->百康芯,"[{""name"": ""北京百康芯生物科技有限公司"", ""alias"": ""百康芯"", ""name_idx"": [46, 58], ""alias_idx"": [65, 67]}]",投资界（ID：pedaily2012）10月26日消息，近日，国内微流控核酸一体机行业领导者北京百康芯生物科技有限公司（以下简称：百康芯）完成新一轮人民币战略融资,1
,[],证券代码：603816 证券简称：顾家家居 公告编号：2020-006,1
,[],债券代码：113518 债券简称：顾家转债,1
,[],转股代码：191518 转股简称：顾家转股,1
,[],"? 顾家集团有限公司（以下简称“顾家集团”）持有顾家家居股份有限公司（以下简称“公司”或“本公司”）296,574,600 股股票，占本公司总股本的 49.28%",1
?TBHomeLimited->TBHome,"[{""name"": ""? TB Home Limited"", ""alias"": ""TB Home"", ""name_idx"": [0, 16], ""alias_idx"": [23, 29]}]","? TB Home Limited（以下简称“TB Home”）持有公司 158,466,000 股股票，占公司总股本的 26.33%",1
杭州梦西洲网络科技有限公司->梦西洲,"[{""name"": ""杭州梦西洲网络科技有限公司"", ""alias"": ""梦西洲"", ""name_idx"": [30, 42], ""alias_idx"": [49, 51]}]",投资界（ID：pedaily2012）5月20日消息，近日，杭州梦西洲网络科技有限公司（以下简称：梦西洲）宣布完成新一轮300万元融资，由互联网信息化领域上市公司思创医惠、随访和数字疗法领域龙头公司、“准独角兽”企业杭州健海科技共同投资,1
,[],证券代码：600436 证券简称：片仔癀 公告编号：2019-020,1
漳州片仔癀药业股份有限公司->公司,"[{""name"": ""漳州片仔癀药业股份有限公司"", ""alias"": ""公司"", ""name_idx"": [47, 59], ""alias_idx"": [66, 67]}]",为便于广大投资者更深入全面地了解公司情况、发展战略、经营状况、可持续发展等投资者所关心的问题，漳州片仔癀药业股份有限公司（以下简称“公司”）将参加由福建证监局协同深圳市全景网络有限公司组织开展的 2019 年福建辖区上市公司投资者集体接待日活动,1
深圳市登科云信息科技有限公司->登科云,"[{""name"": ""深圳市登科云信息科技有限公司"", ""alias"": ""登科云"", ""name_idx"": [50, 63], ""alias_idx"": [70, 72]}]",投资界（ID：pedaily2012）9月18日消息，近日，专注于商办地产科技数字化SaaS服务商，深圳市登科云信息科技有限公司（以下简称：登科云）宣布完成数千万元Pre-A轮融资，投资方为创业工场创始合伙人麦刚,1
诺领科技（南京）有限公司->诺领科技,"[{""name"": ""诺领科技（南京）有限公司"", ""alias"": ""诺领科技"", ""name_idx"": [27, 38], ""alias_idx"": [45, 48]}]",投资界（ID:pedaily2012）9月17日消息，诺领科技（南京）有限公司（以下简称“诺领科技”）获得2亿元人民币的B轮融资，投资方为盈富泰克、中金启泓基金(中金资本旗下)、南京江北佳康科技基金、盛宇投资、光远数科、九合创投、江北科投等多家投资机构,1
,[],3月31日，极光大数据发布《二手手机行业研究报告》（以下简称极光报告）,1
伊藤洋华堂属于非常典型的日本式大卖场->GMS,"[{""name"": ""伊藤洋华堂属于非常典型的日本式大卖场"", ""alias"": ""GMS"", ""name_idx"": [0, 17], ""alias_idx"": [22, 24]}]",伊藤洋华堂属于非常典型的日本式大卖场（简称：GMS），虽然它的名字，其实是指一个姓伊藤的人（伊藤雅俊），创立的西方式大卖场,1
《2019年度转转二手交易服务白皮书》->转转服务白皮,"[{""name"": ""《2019年度转转二手交易服务白皮书》"", ""alias"": ""转转服务白皮"", ""name_idx"": [13, 31], ""alias_idx"": [38, 43]}]",转转二手交易网今天对外发布《2019年度转转二手交易服务白皮书》（以下简称：转转服务白皮书）,1
《天猫巢家宜居趋势指南》->指南,"[{""name"": ""《天猫巢家宜居趋势指南》"", ""alias"": ""指南"", ""name_idx"": [27, 38], ""alias_idx"": [45, 46]}]",3月18日消息，继正式入驻天猫后，宜家携手天猫合作发布《天猫巢家宜居趋势指南》（以下简称：指南），解读中国年轻一代消费者的家居生活变化和趋势,1
盛立金融软件开发(杭州)有限公司->盛立金融,"[{""name"": ""盛立金融软件开发(杭州)有限公司"", ""alias"": ""盛立金融"", ""name_idx"": [32, 47], ""alias_idx"": [52, 55]}]",投资界（微信ID：pedaily2012）消息，国内金融科技企业盛立金融软件开发(杭州)有限公司（简称：盛立金融），今日宣布完成B+轮亿元级融资,1
《2021中国女性皮肤健康调查报告》->《皮肤报告》,"[{""name"": ""《2021中国女性皮肤健康调查报告》"", ""alias"": ""《皮肤报告》"", ""name_idx"": [9, 26], ""alias_idx"": [32, 37]}]",根据网易文创发布的《2021中国女性皮肤健康调查报告》（以下简称《皮肤报告》），不同年龄段的女性面临不同的皮肤问题困扰,1
华引芯（武汉）科技有限公司->华引芯,"[{""name"": ""华引芯（武汉）科技有限公司"", ""alias"": ""华引芯"", ""name_idx"": [24, 36], ""alias_idx"": [41, 43]}]",投资界（微信ID：pedaily2012）消息，华引芯（武汉）科技有限公司（简称“华引芯”）近日宣布完成数千万元A轮融资，本轮融资的投资方包括青柠基金、三新资本等，老股东海尔海创汇和东科创星跟投,1
出租车智慧码->智慧码,"[{""name"": ""出租车智慧码"", ""alias"": ""智慧码"", ""name_idx"": [23, 28], ""alias_idx"": [36, 38]}]",2019年8月，嘀嗒出行在西安推出了全国首个“出租车智慧码”（以下简称“智慧码”）,1
毛发医疗综合体雍禾医疗集团有限公司->雍禾植发,"[{""name"": ""毛发医疗综合体雍禾医疗集团有限公司"", ""alias"": ""雍禾植发"", ""name_idx"": [7, 23], ""alias_idx"": [30, 33]}]",6月17日晚，毛发医疗综合体雍禾医疗集团有限公司（以下简称“雍禾植发”）向港交所主板递交了上市申请，摩根士丹利及中金公司为联席保荐人,1
《厦门市网约车运营服务管理标准》->《标准》,"[{""name"": ""《厦门市网约车运营服务管理标准》"", ""alias"": ""《标准》"", ""name_idx"": [3, 18], ""alias_idx"": [24, 27]}]",会上，《厦门市网约车运营服务管理标准》（以下简称《标准》）正式发布实施,1
,[],证券代码：600196 股票简称：复星医药 编号：临 2019-149,1
,[],债券代码：136236 债券简称：16复药 01,1
,[],债券代码：143020 债券简称：17复药 01,1
,[],债券代码：143422 债券简称：18复药 01,1
,[],债券代码：155067 债券简称：18复药 02,1
,[],债券代码：155068 债券简称：18复药 03,1
上海复星医药（集团）股份有限公司->本公司,"[{""name"": ""上海复星医药（集团）股份有限公司"", ""alias"": ""本公司"", ""name_idx"": [11, 26], ""alias_idx"": [33, 35]}]",2017年6月29日，上海复星医药（集团）股份有限公司（以下简称“本公司”）2016年度股东大会审议批准了关于提请股东大会授权发行银行间市场债务融资工具的议案，同意本公司在授权有效期内新增注册发行不超过人民币100亿元的债务融资工具，发行品种包括但不限于中期票据、短期融资券、超短期融资券和定向工具等,1
,[],中国银行间市场交易商协会于2018年4月17日出具《接受注册通知书》（中市协注[2018]SCP90号）（以下简称“通知书”），接受本公司超短期融资券注册，注册额度为人民币50亿元，注册额度自通知书落款之日（即2018年4月17日）起2年内有效，本公司在注册有效期内可分期发行超短期融资券,1
2019年度第三期超短期融资券->本期融资券,"[{""name"": ""2019 年度第三期超短期融资券"", ""alias"": ""本期融资券"", ""name_idx"": [9, 24], ""alias_idx"": [31, 35]}]",近日，本公司完成 2019 年度第三期超短期融资券（以下简称“本期融资券”）的发行，现将本期融资券发行结果公告如下：,1
,[],本期融资券简称 19复星医药 SCP003 本期融资券代码 011902319,1
武汉迈特维尔生物科技有限公司->迈维代谢,"[{""name"": ""武汉迈特维尔生物科技有限公司"", ""alias"": ""迈维代谢"", ""name_idx"": [37, 50], ""alias_idx"": [57, 60]}]",投资界（ID：pedaily2012）9月24日消息，据动脉网报道，近日，武汉迈特维尔生物科技有限公司（以下简称：迈维代谢）宣布完成1亿元A轮融资,1
国美零售->国美,"[{""name"": ""国美零售"", ""alias"": ""国美"", ""name_idx"": [18, 21], ""alias_idx"": [37, 38]}]",4月19日晚间，中国家电连锁零售巨头国美零售（00493.HK，以下简称“国美”）与新电商平台拼多多（NASDAQ:PDD）正式达成深度战略合作,1
深圳市玉米好车网络技术有限公司->玉米好车,"[{""name"": ""深圳市玉米好车网络技术有限公司"", ""alias"": ""玉米好车"", ""name_idx"": [6, 20], ""alias_idx"": [28, 31]}]",9月4日讯，深圳市玉米好车网络技术有限公司（以下简称：“玉米好车”）宣布，继2019年 3月完成数百万天使轮融资后，于近期获得梅花创投出资的千万元人民币Pre-A轮融资，本轮融资资金主要将用于营销推广和软件平台的升级迭代,1
,[],证券代码：603816 证券简称：顾家家居 公告编号：2019-083,1
,[],债券代码：113518 债券简称：顾家转债,1
,[],转股代码：191518 转股简称：顾家转股,1
顾家家居股份有限公司->公司,"[{""name"": ""顾家家居股份有限公司"", ""alias"": ""公司"", ""name_idx"": [0, 9], ""alias_idx"": [16, 17]}]",顾家家居股份有限公司（以下简称“公司”）于 2019年 9月 19日召开了第三届董事会第三十六次会议，审议通过了《关于以集中竞价交易方式回购公司股份方案的议案》，公司于 2019 年 9月 21日披露了《关于以集中竞价交易方式回购股份的回购报告书》（公告编号：2019-078）,1
华熙生物科技股份有限公司->华熙生物,"[{""name"": ""华熙生物科技股份有限公司"", ""alias"": ""华熙生物"", ""name_idx"": [30, 41], ""alias_idx"": [48, 51]}]",11月6日消息，全球最大的玻尿酸制造研发企业、故宫口红制造商华熙生物科技股份有限公司（以下简称“华熙生物”）今日在上交所科创板敲钟上市，股票代码为“SH：688363”,1
京东跨界研究院->东跨院,"[{""name"": ""京东跨界研究院"", ""alias"": ""东跨院"", ""name_idx"": [3, 9], ""alias_idx"": [16, 18]}]",去年由京东跨界研究院（以下简称：东跨院）主导的炫迈x飞跃品牌联名，将炫迈的“久到离谱”与飞跃的“挣脱束缚”结合在一起，切入青年态度与社会洞察，推出“离谱”潮鞋,1
维多利亚的秘密->维密,"[{""name"": ""维多利亚的秘密"", ""alias"": ""维密"", ""name_idx"": [4, 10], ""alias_idx"": [16, 17]}]",内衣品牌维多利亚的秘密(以下简称维密)母公司L Brands公布了2019年第四季度及全年财报,1
,[],除了本次的JCB，链得得在之前的报道中也提到过，日本金融3巨头：瑞穗银行(简称MHBK)、三井住友银行（简称SMBC）和三菱UFG银行（简称MUFG）；以及4大银行：三菱UFG银行、三井住友银行、瑞穗银行、理索纳银行，都是支付领域的活跃力量,1
,[],证券代码：600693 证券简称：东百集团 公告编号：临 2019—012,1
福建东百集团股份有限公司->公司,"[{""name"": ""福建东百集团股份有限公司"", ""alias"": ""公司"", ""name_idx"": [0, 11], ""alias_idx"": [18, 19]}]",福建东百集团股份有限公司（以下简称“公司”）于近日接到公司持股5%以上股东许惠君女士关于股票质押式回购交易购回相关事项的通知，具体如下：,1
深圳市环球易购电子商务有限公司->深圳环球,"[{""name"": ""深圳市环球易购电子商务有限公司"", ""alias"": ""深圳环球"", ""name_idx"": [19, 33], ""alias_idx"": [40, 43]}]",公告显示， 近日，*ST跨境全资子公司深圳市环球易购电子商务有限公司（以下简称“深圳环球”）管理人山西国晋律师事务所已完成对深圳环球公章、证照、账册等资料的交接工作，并接管了深圳环球各项资产和业务的管理权，公司已丧失对深圳环球的控制权，深圳环球将不再纳入公司合并报表范围,1
跨境通宝电子商务股份有限公司->公司,"[{""name"": ""跨境通宝电子商务股份有限公司"", ""alias"": ""公司"", ""name_idx"": [0, 13], ""alias_idx"": [20, 21]}]",跨境通宝电子商务股份有限公司（以下简称“公司”或“跨境通”）日前发布关于涉及诉讼的公告,1
普强时代（珠海横琴）信息技术有限公司->普强信息,"[{""name"": ""普强时代（珠海横琴）信息技术有限公司"", ""alias"": ""普强信息"", ""name_idx"": [29, 46], ""alias_idx"": [53, 56]}]",投资界（ID：pedaily2012）2月3日消息，日前，普强时代（珠海横琴）信息技术有限公司（以下简称：普强信息）在横琴宣布完成新一轮融资并举行投资签约仪式，本轮融资由境成资本领投，礼达联马、格力金投等机构跟投,1
成都趣睡科技股份有限公司->趣睡科技,"[{""name"": ""成都趣睡科技股份有限公司"", ""alias"": ""趣睡科技"", ""name_idx"": [0, 11], ""alias_idx"": [17, 20]}]",成都趣睡科技股份有限公司（简称：“趣睡科技”）日前向创业板递交注册,1
,[],【亿邦动力讯】12月2日消息， 移动应用和数据分析平台App Annie联合iPrice Group SimilarWeb发布的最新报告显示，东南亚跨境电商平台Shopee获得2019 Q3购物类APP每月活跃用户总量榜单(以下简称月活量) 、桌面及移动网络访问总量榜单及总下载量榜单三项第一,1
,[],2017年内马尔从巴西桑托斯俱乐部（以下简称：SFC）转会巴黎圣日尔曼足球俱乐部（以下简称：PSG），以2.22亿欧元（折合美元2.66亿美元）的转会费创下新纪录,1
平均月活跃用户数->月活量,"[{""name"": ""平均月活跃用户数"", ""alias"": ""月活量"", ""name_idx"": [51, 58], ""alias_idx"": [64, 66]}]",【亿邦动力讯】据App Annie最新数据，今年三季度Shopee再度蝉联东南亚购物类App总下载量，平均月活跃用户数(以下简称月活量)及安卓用户使用总时长第一，并斩获全球购物类App总下载量排名亚军,1
西安恩狄集成电路有限公司->恩狄,"[{""name"": ""西安恩狄集成电路有限公司"", ""alias"": ""恩狄"", ""name_idx"": [3, 14], ""alias_idx"": [19, 20]}]",近日，西安恩狄集成电路有限公司（简称“恩狄”）完成数千万A轮融资，由云泽资本独家投资，所融资金主要用于加强高低压数模混合处理器芯片的研发，助力恩狄提升产品的核心竞争力,1
广芯微电子(广州)股份有限公司->广芯微电子,"[{""name"": ""广芯微电子(广州)股份有限公司"", ""alias"": ""广芯微电子"", ""name_idx"": [21, 35], ""alias_idx"": [40, 44]}]",智通财经APP获悉，广芯微电子公众号显示，广芯微电子(广州)股份有限公司(简称：广芯微电子)完成近2亿元B轮融资,1
深圳市创新投资集团有限公司->深创投,"[{""name"": ""深圳市创新投资集团有限公司"", ""alias"": ""深创投"", ""name_idx"": [12, 24], ""alias_idx"": [29, 31]}]",亿邦动力获悉，本轮投资方深圳市创新投资集团有限公司（简称“深创投”）1999年由深圳市政府出资并引导社会资本出资设立，公司以发现并成就伟大企业为使命，致力于做创新价值的发掘者和培育者，已发展成为以创业投资为核心的综合性投资集团，现注册资本54.2亿元，管理各类资金总规模约3484亿元,1
上海嘉筠通信技术有限公司->嘉筠通信,"[{""name"": ""上海嘉筠通信技术有限公司"", ""alias"": ""嘉筠通信"", ""name_idx"": [3, 14], ""alias_idx"": [21, 24]}]",近日，上海嘉筠通信技术有限公司（以下简称：嘉筠通信）获得近千万人民币天使轮融资，本轮融资由南京创熠中南投资基金独家投资,1
KOL年糕妈妈->糕妈,"[{""name"": ""KOL年糕妈妈"", ""alias"": ""糕妈"", ""name_idx"": [36, 42], ""alias_idx"": [48, 49]}]",【亿邦动力讯】7月7日消息，在刚过去的618大促期间，母婴垂直领域的头部KOL年糕妈妈（以下简称糕妈）与澳洲奶粉品牌维爱佳ViPlus（以下简称维爱佳）开展内容合作，618期间共为维爱佳达成到店量245万人次，转化成交360万，销售额环比增长400%,1
C2M（Customer-to-Manufactory->客对厂,"[{""name"": ""C2M（Customer-to-Manufactory"", ""alias"": ""客对厂"", ""name_idx"": [28, 54], ""alias_idx"": [61, 63]}]",量品创立之初就摆脱了传统服装的生产模式和渠道模式，采取了C2M（Customer-to-Manufactory中文简称为“客对厂”）的模式,1
哈啰出行->哈罗,"[{""name"": ""哈啰出行"", ""alias"": ""哈罗"", ""name_idx"": [6, 9], ""alias_idx"": [15, 16]}]",2月22日，哈啰出行（以下简称哈罗）高调宣布，哈啰顺风车在全国300多个城市上线运营，据称车主注册量突破200万,1
杭州众硅电子科技有限公司->众硅科技,"[{""name"": ""杭州众硅电子科技有限公司"", ""alias"": ""众硅科技"", ""name_idx"": [25, 36], ""alias_idx"": [41, 44]}]",11月4日消息，近日，毅达资本联合宁波工投集团领投杭州众硅电子科技有限公司（简称：众硅科技）新一轮近2亿元融资,1
上海龙慧医疗科技有限公司->龙慧医疗,"[{""name"": ""上海龙慧医疗科技有限公司"", ""alias"": ""龙慧医疗"", ""name_idx"": [12, 23], ""alias_idx"": [28, 31]}]",2021年11月24日，上海龙慧医疗科技有限公司（简称“龙慧医疗”）正式宣布完成近亿元B轮融资,1
深圳傲镭智能科技有限公司->傲镭科技,"[{""name"": ""深圳傲镭智能科技有限公司"", ""alias"": ""傲镭科技"", ""name_idx"": [30, 41], ""alias_idx"": [46, 49]}]",投资界（ID：pedaily2012）2月24日消息，近日，深圳傲镭智能科技有限公司(简称“傲镭科技”)宣布完成3000万元人民币A轮融资,1
,[],一年前，投资人不确定可口可乐的CSD（碳酸软饮料的英文简称）业务是否能实现增长；一年后，这一问题的“风向”变了，成了可口可乐碳酸软饮料能够在多长时间内保持中位数增长,1
中茵微电子（南京）有限公司->中茵微,"[{""name"": ""中茵微电子（南京）有限公司"", ""alias"": ""中茵微"", ""name_idx"": [22, 34], ""alias_idx"": [41, 43]}]",先进制程硬核IP和高端ASIC设计服务提供商中茵微电子（南京）有限公司（以下简称“中茵微”）获数千万天使轮融资，本轮融资由金雨茂物资本、北京基石创投领投,1
《国产婴幼儿配方乳粉提升行动方案》->《方案》,"[{""name"": ""《国产婴幼儿配方乳粉提升行动方案》"", ""alias"": ""《方案》"", ""name_idx"": [33, 49], ""alias_idx"": [53, 56]}]",2019年上半年，国家发展改革委、工业和信息化部等七部门联合印发了《国产婴幼儿配方乳粉提升行动方案》（简称《方案》），《方案》特别提出“支持国内企业在境外收购和建设奶源基地，降低原料成本,1
,[],6月6日，公司通过旗下全资附属公司Ausnutria Dairy Investments Limited与Genlac Biotech International Corporation（简称“GLAC”）签订可换股债券认购协议，有条件同意认购GLAC 3000万美元的可换股债券,1
《互联网用户公众账号信息服务管理规定》->《规定》,"[{""name"": ""《互联网用户公众账号信息服务管理规定》"", ""alias"": ""《规定》"", ""name_idx"": [18, 36], ""alias_idx"": [42, 45]}]",1月22日，国家网信办发布了新修订的《互联网用户公众账号信息服务管理规定》（以下简称《规定》），自2月22日起施行,1
,[],证券代码：603777 证券简称：来伊份 公告编号：2019-074,1
,[],根据《上海来伊份股份有限公司限制性股票激励计划（草案）》（以下简称“《激励计划》”）的相关规定，2019年1月至2019年4月，10名激励对象（以下简称“第三批离职人员”）因个人原因离职，不再符合激励对象的资格，上述10人所持有的、已获授但尚未解锁的限制性股票不得解锁，由上海来伊份股份有限公司（以下简称“公司”、“来伊份”）回购注销,1
10名激励对象->第三批离职人员,"[{""name"": ""10名激励对象"", ""alias"": ""第三批离职人员"", ""name_idx"": [30, 36], ""alias_idx"": [43, 49]}]",根据《激励计划》的相关规定，2019年1月至2019年4月，10名激励对象（以下简称“第三批离职人员”）因个人原因离职，不再符合激励对象的资格，根据公司《激励计划》的相关规定，上述10人所持有的、已获授但尚未解锁的限制性股票不得解锁，由公司回购注销,1
中国证券登记结算有限责任公司上海分公司->中登公司,"[{""name"": ""中国证券登记结算有限责任公司上海分公司"", ""alias"": ""中登公司"", ""name_idx"": [4, 22], ""alias_idx"": [29, 32]}]","公司已在中国证券登记结算有限责任公司上海分公司（以下简称“中登公司”）开设回购专用证券账户（过户方全称：上海来伊份股份有限公司回购专用证券账户；账户号：B882306833），并向中登公司申请办理对上述 226 名激励对象已获授但尚未解锁的 1,376,466 股限制性股票的回购过户手续",1
苏州心擎医疗技术有限公司->心擎医疗,"[{""name"": ""苏州心擎医疗技术有限公司"", ""alias"": ""心擎医疗"", ""name_idx"": [12, 23], ""alias_idx"": [30, 33]}]",2021年10月18日，苏州心擎医疗技术有限公司（以下简称“心擎医疗”）完成近5亿元C轮融资，由红杉中国领投，鼎晖VGC（“鼎晖创新与成长基金”）及千骥资本跟投,1
,[],证券代码：600594 证券简称：益佰制药 公告编号：2019-092,1
,[],债券代码：143338 债券简称：17益佰 01,1
贵州益佰制药股份有限公司->公司,"[{""name"": ""贵州益佰制药股份有限公司"", ""alias"": ""公司"", ""name_idx"": [2, 13], ""alias_idx"": [20, 21]}]","? 贵州益佰制药股份有限公司（以下简称“公司”或 “本公司”）控股股东窦啟玲女士持有公司股份数量 185,457,636 股（无限售流通股），占公司总股本的 23.42%，控股股东持有本公司股份累计质押数量（含本次质押和解质）为182,027,936股，占其持股数量的 98.15%，占公司总股本的 22.99%",1
伊藤忠商事株式会社->伊藤忠商事,"[{""name"": ""伊藤忠商事株式会社"", ""alias"": ""伊藤忠商事"", ""name_idx"": [35, 43], ""alias_idx"": [60, 64]}]",【亿邦动力讯】10月12日消息，新能源汽车制造商奇点汽车近日已获得来自伊藤忠商事株式会社（Itochu Corp，简称“伊藤忠商事”）的新一轮融资，投资金额为近1亿美元,1
第二十二届中国国际工业博览会->工博会,"[{""name"": ""第二十二届中国国际工业博览会"", ""alias"": ""工博会"", ""name_idx"": [17, 30], ""alias_idx"": [35, 37]}]",【亿邦动力讯】9月15日至19日，第二十二届中国国际工业博览会（简称：工博会）15日至19日在上海举行，这是疫情以来首个线下国家级工业展会,1
博睿康科技（常州）股份有限公司->博睿康,"[{""name"": ""博睿康科技（常州）股份有限公司"", ""alias"": ""博睿康"", ""name_idx"": [18, 32], ""alias_idx"": [39, 41]}]",率先实现脑机接口技术产业化的企业——博睿康科技（常州）股份有限公司（以下简称“博睿康”），日前完成了过亿元B轮融资,1
博睿康科技（常州）股份有限公司->博睿康,"[{""name"": ""博睿康科技（常州）股份有限公司"", ""alias"": ""博睿康"", ""name_idx"": [45, 59], ""alias_idx"": [66, 68]}]",投资界（ID：pedaily2012）3月19日消息，率先实现脑机接口技术产业化的企业——博睿康科技（常州）股份有限公司（以下简称“博睿康”），日前完成了过亿元B轮融资,1
北京宝贝格子控股股份有限公司->宝贝格子,"[{""name"": ""北京宝贝格子控股股份有限公司"", ""alias"": ""宝贝格子"", ""name_idx"": [1, 14], ""alias_idx"": [21, 24]}]","④北京宝贝格子控股股份有限公司（以下简称“宝贝格子”）2021年半年报显示，2021年上半年公司实现营业收入339,935,644.52元，较去年同期增加87.74%，归属于母公司的净利润1892.26万元，较去年同期增加24.09%",1
B资本(BrandvestCapital->B资本,"[{""name"": ""B资本(BrandvestCapital"", ""alias"": ""B资本"", ""name_idx"": [37, 56], ""alias_idx"": [61, 63]}]","作为深度参与者，我不仅2019年个人投资了五爷拌面, 2021年我新设立的B资本(BrandvestCapital, 简称B资本)成立后也坚定不移地参与此次企业A轮融资",1
CalltoAction->CTA,"[{""name"": ""Call to Action"", ""alias"": ""CTA"", ""name_idx"": [33, 46], ""alias_idx"": [50, 52]}]",呈现元素一般包含：针对目标消费者的信息、单一明确的行动号召性用语（Call to Action，简称CTA）、说服性文案；,1
CalltoAction->CTA,"[{""name"": ""Call to Action"", ""alias"": ""CTA"", ""name_idx"": [13, 26], ""alias_idx"": [30, 32]}]",3、清晰明确的号召性用语（Call to Action，简称CTA）按钮：,1
,[],跨境通宝电子商务股份有限公司（以下简称跨境通）与汉麻投资集团有限公司（以下简称“汉麻集团”）、广东英锐行资产管理有限公司（以下简称“英锐行资产”）签订了《合资成立公司协议》,1
中国证券监督管理委员会->中国证监会,"[{""name"": ""中国证券监督管理委员会"", ""alias"": ""中国证监会"", ""name_idx"": [12, 22], ""alias_idx"": [29, 33]}]",近日，搜于特集团今日收到中国证券监督管理委员会(以下简称“中国证监会”)出具的《关于核准搜于特集团股份有限公司非公开发行股票的批复》,1
